車次,站點1,站點2,站點3,站點4,站點5,站點6,站點7,站點8,站點9,站點10,站點11,站點12,站點13,站點14,站點15,站點16,站點17,站點18,站點19,站點20,站點21,站點22,站點23,站點24,站點25,站點26,站點27,站點28,站點29,站點30,站點31,站點32,站點33,站點34,站點35,站點36,站點37,站點38,站點39,站點40,站點41,站點42,站點43,站點44,站點45,站點46,站點47,站點48,站點49,站點50,站點51,站點52,站點53,站點54,站點55,站點56,站點57,站點58,站點59,站點60,站點61,站點62,站點63,站點64,站點65,站點66,站點67,站點68,站點69,站點70,站點71,站點72,站點73,站點74,站點75,站點76,站點77,站點78,站點79,站點80,站點81,站點82,站點83,站點84,站點85,站點86,站點87,站點88,站點89,站點90,站點91,站點92,站點93,站點94,站點95,站點96,站點97,站點98,站點99,站點100,站點101,站點102,站點103,站點104,站點105,站點106,站點107,站點108,站點109,站點110,站點111,站點112,站點113,站點114,站點115,站點116,站點117,站點118,站點119,站點120,站點121,站點122,站點123,站點124,站點125,站點126,站點127,站點128,站點129,站點130,站點131,站點132,站點133,站點134,站點135,站點136,站點137,站點138,站點139,站點140,站點141,站點142,站點143,站點144,站點145,站點146,站點147,站點148,站點149,站點150,站點151,站點152,站點153,站點154,站點155,站點156,站點157,站點158
210,中壢好市多,雙塘屋,橡樹公司,寶祥,民族松勤路口,高榮,幸福社區,嘉裕紡織,國際兒童村,龍太社區,中平國小(雙福路),雙福路三段183巷口,南方莊園,福嶺福達路口,福嶺路一段176巷口,內厝里,大崙農會,大崙,大崙國中,中央塗料公司,山東路口,下烏仔厝,烏仔厝,圓光寺,圓光佛學院,頂月眉,領航北民權路口,青埔國中,捷運高鐵桃園站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,大溪總站,新街尾,觀音寺,崎腳,金仙寺,崎頂,建漢公司,埔頂,大溪山水,仁和國中,復興新城,頂好新城,齋明寺,員樹林農會,瑞源,新厝江,萊茵城堡,草厝江,雄華,馮媽崎,九座寮,郡國社區,中興里,國防大學,九龍里,郵局,聯合社區,龍興駕訓班,黃泥塘,龍潭行政園區,龍潭運動公園,龍潭加油站,中正北龍路口,桃客龍潭新站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212A,大溪總站,新街尾,觀音寺,崎腳,金仙寺,崎頂,太武,新麗公司,長興,溫德爾幼稚園,大成社區,松樹腳,新光,僑愛國小,僑愛,僑愛基督長老教會,介壽豐德路口,墨爾本社區,遠雄艾菲爾,中山一路,寶德堂,仁德街口,仁善加油站,仁善國小,埔頂八街口,慈光街口,仁和路口,隆德街口,士香加油站,大溪山水,仁和國中,復興新城,頂好新城,齋明寺,員樹林農會,瑞源,新厝江,萊茵城堡,草厝江,雄華,馮媽崎,九座寮,郡國社區,中興里,國防大學,國軍桃園總醫院,九龍里,郵局,聯合社區,龍興駕訓班,黃泥塘,龍潭行政園區,龍潭運動公園,龍潭加油站,中正北龍路口,桃客龍潭新站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,桃花園飯店,成功路,東門國小,中央街口,地方稅務局,桃園農工,體育館,虎頭山創新園區,桃園高中,技訓中心,桃園榮民醫院,忠烈祠,虎頭山環保公園,中油灌裝工場,龜山苗圃,國光發電廠,樹人金湖路口,警察大學,頂湖,新世紀,大崗郵局,大湖,坪頂,文化七路口,醫學大樓,華夏大飯店,長庚醫院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,桃園區公所,振聲中學,台電大樓,新光大樓,桃花園飯店,復興中正路口(桃園火車站),民生成功路口,東門國小,中央街口,地方稅務局,市議會,青溪國中,自強路,青溪國小,新永和市場,三元街口,凱悅假期,大業國小,民光東福元街口,民光東路,新光三越,榮總門診大樓,成功大有路口,忠烈祠,三元成功路三段221巷口,新光三越,寶山街口,公園都市,興二街口,快樂公園,市立殯儀館,健行路口,健行路,春日健行路口,鹽庫西街口,水汴頭,春日路幸福路口,經國轉運站(水汴一路口),經國轉運站(幸福路口),長榮富豪,尊爵飯店,莊敬路口,中正同德十一街口,行政執行處,中正藝文特區,城市大亨,中埔一街口,寶慶路口,南埔里活動中心,永安溫州街口,蓮華寺,中正三街口,北埔路口,中正商業大樓,中正三民路口,成功國小,永安路口,中福街口,莒光街口,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220A,桃園區公所,振聲中學,台電大樓,新光大樓,桃花園飯店,復興中正路口(桃園火車站),民生成功路口,東門國小,中央街口,地方稅務局,市議會,青溪國中,自強路,青溪國小,新永和市場,三元街口,凱悅假期,大業國小,民光東福元街口,民光東路,新光三越,北區老人文康活動中心,代天宮,福德祠,三聖宮,福德祠,代天宮,北區老人文康活動中心,榮總門診大樓,成功大有路口,忠烈祠,三元成功路三段221巷口,新光三越,寶山街口,公園都市,興二街口,快樂公園,市立殯儀館,健行路口,健行路,春日健行路口,鹽庫西街口,水汴頭,春日路幸福路口,經國轉運站(水汴一路口),經國轉運站(幸福路口),長榮富豪,尊爵飯店,莊敬路口,中正同德十一街口,行政執行處,中正藝文特區,城市大亨,中埔一街口,寶慶路口,南埔里活動中心,永安溫州街口,蓮華寺,中正三街口,北埔路口,中正商業大樓,中正三民路口,成功國小,永安路口,中福街口,莒光街口,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,桃園區公所,振聲中學,台電大樓,新光大樓,桃花園飯店,復興中正路口(桃園火車站),民生成功路口,東門國小,中央街口,地方稅務局,市議會,青溪國中,自強路,青溪國小,新永和市場,三元街口,凱悅假期,大業國小,福元街口,寶山街口(慈濟靜思堂),民有十三街口,寶山大有路口,公園都市,會稽國中,大興大業路口,大興春日路口,敏盛醫院,巴黎富邑,經國南平路口,中悅春天,經國莊敬路口,經國轉運站(幸福路口),經國轉運站(幸福路口),長榮富豪,尊爵飯店,莊敬路口,中正同德十一街口,行政執行處,中正藝文特區,城市大亨,中埔一街口,寶慶路口,南埔里活動中心,永安溫州街口,蓮華寺,中正三街口,北埔路口,中正商業大樓,中正三民路口,成功國小,永安路口,中福街口,莒光街口,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,桃園區公所,莒光街口,中福街口,永安路,成功國小,中正三民路口,中正商業大樓,埔新路口,中正三街口,力行路口,蓮華寺,永安溫州街口,南埔里活動中心,大興西永安路口,寶慶路口,中埔一街口,城市大亨,中正藝文特區,行政執行處,中正同德十一街口,莊敬路口,尊爵飯店,長榮富豪,經國莊敬路口,中悅春天,經國南平路口,巴黎富邑,敏盛醫院,大興春日路口,福山街口,大業路郵局,寶山街口(慈濟靜思堂),福元街口,大業國小,凱悅假期,三元街口,新永和市場,青溪國小,青溪國中,中央街口,成功路口,東門國小,民生路口,桃園國小,桃花園飯店,新光大樓,台電大樓,振聲中學,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,桃園區公所,莒光街口,中福街口,永安路,成功國小,中正三民路口,中正商業大樓,埔新路口,中正三街口,力行路口,蓮華寺,永安溫州街口,南埔里活動中心,大興西永安路口,寶慶路口,中埔一街口,城市大亨,中正藝文特區,行政執行處,中正同德十一街口,莊敬路口,尊爵飯店,長榮富豪,經國莊敬路口,中悅春天,南平國民運動中心,健行路,會稽國小後門,向善街口,大興春日路口,大興路口,瓦斯公司,雙峰路口,民有十一街口,寶山街口(慈濟靜思堂),福元街口,大業國小,凱悅假期,三元街口,新永和市場,青溪國小,青溪國中,中央街口,成功路口,東門國小,民生路口,桃園國小,桃花園飯店,新光大樓,台電大樓,振聲中學,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,桃園區公所,桃園市政府,中山三民路口,南門市場,三民建國路口,聖保祿醫院,桃園婦女館,延平路口,建德國小,大樹派出所,榮華街64巷,榮華街63巷,樹仁三街,祥儀機器人夢工廠,桃鶯樹仁二街口,大灣店,百年富邑,延平公園,桃園婦女館,建國國小,昆明路,大林寺,宋天宮,林森路6巷,林森路,紹興街口,長安街口,桃園火車站(後站),大林延平路口,福豐街口,福豐公園,建國郵局,建國三民路口,南門市場,中山三民路口,桃園市政府,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225A,桃園區公所,桃園市政府,中山三民路口,南門市場,建國路252巷,漢中路口,南豐二街口,桃園監理站,陽明公園,陽明一街口,建新吉多街口,聖保祿醫院,桃園婦女館,延平路口,建德國小,大樹派出所,榮華街64巷,榮華街63巷,樹仁三街,祥儀機器人夢工廠,桃鶯樹仁二街口,大灣店,百年富邑,延平公園,桃園婦女館,建國國小,昆明路,大林寺,宋天宮,林森路6巷,林森路,紹興街口,長安街口,桃園火車站(後站),大林延平路口,福豐街口,福豐公園,建國郵局,建國三民路口,南門市場,中山三民路口,桃園市政府,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,桃園區公所,桃園市政府,中山三民路口,南門市場,建國三民路口,建國郵局,建國路,福豐公園,福豐街口,大林延平路口,桃園火車站(後站),長安街口,林森路6巷,林森路,紹興街口,宋天宮,大林寺,昆明路,建國國小,桃園婦女館,延平公園,百年富邑,大灣店,桃鶯樹仁二街口,住都飯店,樹仁三街,榮華街63巷,榮華街64巷,大樹派出所,建德國小,延平路口,桃園婦女館,聖保祿醫院,德豐街口,南豐三街,陽明高中,南豐二街口,漢中路口,建國路252巷,南門市場,中山三民路口,桃園市政府,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,桃園區公所,廈門正光路口,正光法治路口,中山正光路口,信陽街口,桃園看守所,延壽街,國際路二段,國強一街口,迪斯奈社區,上海路口,龍安街口,戶政地政所,國強七街口,龍鳳三街,文學苑社區,消防隊,藝術名廈,國強十三街,龍安國小,龍壽街273巷,鶴年,龍泉龍壽街口,大展駕訓班,歐楓大郡,龍祥街90巷,龍山國小,龍翔托兒所,桃園醫院門診中心,龍壽里,金兆興,鶴年,龍壽街273巷,龍安國小,國強十三街,藝術名廈,消防隊,文學苑社區,龍鳳三街,國強七街口,戶政地政所,龍安街口,上海路口,迪斯耐社區,國強一街,國際路二段,延壽街,桃園看守所,信陽街口,正光法治路口,廈門正光路口,桃園區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227A,桃園區公所,廈門正光路口,正光法治路口,中山正光路口,信陽街口,桃園看守所,延壽街,國際路二段,國強一街口,迪斯奈社區,上海路口,龍安街口,戶政地政所,國強七街口,龍鳳三街,文學苑社區,消防隊,藝術名廈,國強十三街,龍安國小,龍壽街273巷,鶴年,龍泉龍壽街口,大展駕訓班,歐楓大郡,中山路1308巷,龍祥街90巷,龍山國小,龍翔托兒所,桃園醫院門診中心,龍壽里,金兆興,鶴年,龍壽街273巷,龍安國小,國強十三街,藝術名廈,消防隊,文學苑社區,龍鳳三街,國強七街口,戶政地政所,龍安街口,上海路口,迪斯耐社區,國強一街,國際路二段,延壽街,桃園看守所,信陽街口,正光法治路口,廈門正光路口,桃園區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,桃園區公所,廈門正光路口,文山國小,中興國中,國際路二段,國強一街口,迪斯耐社區,上海路口,合作金庫,龍安市場,武陵高中,國際路口,國際京城,中山國小,中德里,中德里市民活動中心,中山里活動中心,大湳給水廠,國際名邸社區(護國宮),龍吟社區,崇德社區,中路北街口,崇德社區,龍吟社區,國際名邸社區(護國宮),大湳給水廠,中山里活動中心,中德里市民活動中心,中德里,中山國小,中平路口,亞洲電台,中山正光路口,土地改革館,文化局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,中壢區公所,新街國小,中壢戶政事務所,中壢簡易庭,台灣拉鍊,中原,中壢工業區,內壢國中,自立新村,日月光公司,上內壢,內壢火車站,永強街口,自強國中,陸光新村,環中榮安一街口,環中愛樂,福德宮,六和汽車,慈濟志業園區,實踐路口,中山東路口,莒光公園,昆明街口,龍岡路口,林森路口,自忠二街口,平鎮高中,平鎮圖書分館,平鎮地政事務所,帝國大廈,大昌路口,聯新國際醫院,平興國中,青果市場,中壢婦幼館,懷寧醫院(正光街),志廣路口,環西站,宏國大樓,民權路口,中豐北路口,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,中壢區公所,中豐北路口,民權路口,宏國大樓,環西站,志廣路口,懷寧醫院(正光街),中壢婦幼館,青果市場,平興國中,大伯公,復旦中學,聯新國際醫院,帝國大廈,平鎮地政事務所,平鎮圖書分館,平鎮高中,自忠二街口,林森路口,龍岡路口,昆明街口,莒光公園,中山東路口,實踐路口,慈濟志業園區,六和汽車,福德宮,環中愛樂,環中榮安一街口,陸光新村,自強國中,永強街口,內壢火車站,上內壢,日月光公司,自立新村,內壢國中,中壢工業區,南園路口,中原,台灣拉鍊,中壢戶政事務所,新街國小,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,中壢區公所,土地公廟,福安三街口,中福市場,中園福州二街口,中福派出所,幸葉公司,憶華公司,內壢國中(復興公園),復華街,長春路,文化公園,國瑞汽車,內定國小,內定新城,邱厝,游厝,蕭厝,紫竹林觀音寺,忠孝黃昏市場,成章二街口,福華街口,桃園市立圖書館內壢分館,內壢高中,內壢火車站,內壢,桃園醫院門診中心,元智大學,興仁國小,興仁公園,篤行五村,中正國小,紅透天社區,榮安十三街,連都社區,永福路,篤行六村,幸福新村,華勛福德宮,華祥三街,華勛市場,土地公,榮美社區,仁美里,榮民南龍東路口,榮民南路,萬寶龍社區,北區健保署(榮民南路),龍文街正義路口,龍東中山東路口,基安二村,龍文街口,忠貞,貿易七村,龍東路,供應站,龍岡圓環,龍江公寓,伯公廟,游泳路口,龍岡森林公園,馬祖新村,龍興國中,龍智路,龍慈路,後興路口,龍興路(翰林華城),普仁國小,榮民服務處,普仁新村,莒光公園廣場,廣州路(大潤發後門),東興國中,健行科技大學,健行路,中壢後火車站,中北東明街口,中原大學,普義溪洲三街口,新街國小,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231A,中壢區公所,土地公廟,福安三街口,中福市場,中園福州二街口,中福派出所,幸葉公司,憶華公司,內壢國中(復興公園),復華街,長春路,文化公園,國瑞汽車,內定國小,內定新城,邱厝,游厝,蕭厝,紫竹林觀音寺,忠孝黃昏市場,成章二街口,福華街口,桃園市立圖書館內壢分館,內壢高中,內壢火車站,內壢,桃園醫院門診中心,元智大學,興仁國小,興仁公園,篤行五村,群益幼稚園,中正國小,榮民工廠,篤行六村,幸福新村,仁美新村,華勛福德宮,華祥三街,華勛市場,土地公,榮美社區,仁美里,榮民南龍東路口,榮民南路,萬寶龍社區,北區健保署(榮民南路),龍文街正義路口,龍東中山東路口,基安二村,龍文街口,忠貞,貿易七村,龍東路,供應站,龍岡圓環,龍江公寓,伯公廟,游泳路口,龍岡森林公園,馬祖新村,龍興國中,龍智路,龍慈路,後興路口,龍興路(翰林華城),普仁國小,榮民服務處,普仁新村,莒光公園廣場,廣州路(大潤發後門),東興國中,健行科技大學,健行路,中壢後火車站,中北東明街口,中原大學,普義溪洲三街口,新街國小,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,中壢區公所,新街國小,普義溪洲三街口,中原大學,中北東明街口,中壢後火車站,健行路,健行科技大學,東興國中,廣州路(大潤發後門),莒光公園廣場,普仁新村,榮民服務處,普仁國小,龍興路(翰林華城),後興路口,龍慈路,龍智路,龍興國中,馬祖新村,龍岡森林公園,游泳路口,伯公廟,龍江公寓,龍岡圓環,供應站,龍東路,貿易七村,忠貞,龍文街口,基安二村,龍東中山東路口,龍文街正義路口,北區健保署(榮民南路),萬寶龍社區,榮民南路,榮民南龍東路口,仁美里,榮美社區,土地公,華勛市場,華祥三街,華勛福德宮,幸福新村,篤行六村,永福路,連都社區,榮安十三街,紅透天社區,中正國小,篤行五村,興仁公園,興仁國小,元智大學,桃園醫院門診中心,內壢,內壢火車站,內壢高中,桃園市立圖書館內壢分館,福華街口,成章二街口,忠孝黃昏市場,紫竹林觀音寺,蕭厝,游厝,邱厝,內定新城,內定國小,國瑞汽車,文化公園,長春路,復華街,內壢國中(復興公園),憶華公司,幸葉公司,中福派出所,中園福州二街口,中福市場,福安三街口,土地公廟,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232A,中壢區公所,新街國小,普義溪洲三街口,中原大學,中北東明街口,中壢後火車站,健行路,健行科技大學,東興國中,廣州路(大潤發後門),莒光公園廣場,普仁新村,榮民服務處,普仁國小,龍興路(翰林華城),後興路口,龍慈路,龍智路,龍興國中,馬祖新村,龍岡森林公園,游泳路口,伯公廟,龍江公寓,龍岡圓環,供應站,龍東路,貿易七村,忠貞,龍文街口,基安二村,龍東中山東路口,龍文街正義路口,北區健保署(榮民南路),萬寶龍社區,榮民南路,榮民南龍東路口,仁美里,榮美社區,土地公,華勛市場,華祥三街,華勛福德宮,仁美新村,幸福新村,篤行六村,榮民工廠,中正國小,群益幼稚園,篤行五村,興仁公園,興仁國小,元智大學,桃園醫院門診中心,內壢,內壢火車站,內壢高中,桃園市立圖書館內壢分館,福華街口,成章二街口,忠孝黃昏市場,紫竹林觀音寺,蕭厝,游厝,邱厝,內定新城,內定國小,國瑞汽車,文化公園,長春路,復華街,內壢國中(復興公園),憶華公司,幸葉公司,中福派出所,中園福州二街口,中福市場,福安三街口,土地公廟,中壢區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,平鎮區公所,中華電信,平鎮高中(德育路二段),關爺北路140巷,關爺北路36巷,關爺西路,新貴里,李屋,台電平鎮服務所,北勢橋,下王屋,王屋,長壽新村,南勢,安樂新村,平南國中,三興路,莊敬公園,福德路,福林宮,福林里,山豐國小,山仔頂,永豐市場,通校,永豐市場,土地銀行,湧興路,湧光里集會所,湧光路292巷,自由街55巷,祥安國小,頂好街,工業南路,土地銀行,莊敬里,華夏山莊,中豐路南勢二段460巷,秀窩福德祠,漢口街,福田農場,長沙街口,上海路口,平鎮分局,城市之星,福德祠,南京路口,長壽新村,中豐路口,南平路121巷,技嘉科技,新光路三段,松濤園,新光路二段二,新光路二段一,新光路口,平興國小,聯新國際醫院,帝國大廈,環南路二段,平鎮地政事務所,平鎮圖書分館,中華電信,和平市場,金陵路口,中壢後火車站,金陵路口,和平市場,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,平鎮區公所,和平市場,金陵路口,中壢後火車站,金陵路口,和平市場,中華電信,平鎮圖書分館,平鎮地政事務所,環南路二段,帝國大廈,聯新國際醫院,平興國小,新光路口,新光路二段一,新光路二段二,松濤園,新光路三段,技嘉科技,南平路121巷,中豐路口,長壽新村,南京路口,福德祠,城市之星,平鎮分局,上海路口,長沙街口,福田農場,漢口街,秀窩福德祠,中豐路南勢二段460巷,華夏山莊,莊敬里,土地銀行,工業南路,頂好街,祥安國小,自由街55巷,湧光路292巷,湧光里集會所,湧興路,土地銀行,永豐市場,通校,永豐市場,山仔頂,山豐國小,福林里,福林宮,福德路,莊敬公園,三興路,平南國中,安樂新村,南勢,長壽新村,王屋,下王屋,北勢橋,台電平鎮服務所,李屋,新貴里,關爺西路,關爺北路36巷,關爺北路140巷,平鎮高中(德育路二段),中華電信,平鎮區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,龜山區公所,龜山國小,龜山國中,千禧新城,中正公園,自強萬壽路口,太子地球村,半嶺,萬壽茶專路口,幸美街66號,幸美街,幸美七街,幸美九街,大江山社區,台北小城,牽手成家,大江山側門,福源國小,大丘田,湖山街92號,湖山街189巷,湖山街305號,天公廟,海萍路20號,合家歡,綠野山莊,合家歡社區,大同新村,覺海院,龜山區農會,龜山區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,龜山區公所,龜山區農會,覺海院,大同新村,合家歡社區,綠野山莊,合家歡,海萍路20號,天公廟,湖山街305號,湖山街189巷,湖山街92號,大丘田,福源國小,大江山側門,台北小城,牽手成家,大江山社區,幸美九街,幸美七街,幸美街,幸美街66號,茶專路,半嶺,地磅,自強北路,中正公園,千禧新城,龜山國中,龜山後街,龜山區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,紅土厝,劉厝,合隆公司,雙溪口,王厝,溪洲,溪海國小,崙頂,崙後坡,崙后,萊爾富桃正店,大興市場,大園區公所,保和中藥,永豐銀行,7-11國航門市,福忠宮牌樓,后厝國小,埔頂仔,坡腳,明門公司,下坡堵,坡堵,海方厝,瓦窯,西海洋社區,電通館,國際社區,業峰,農會辦公室,竹圍福海宮,竹圍,竹圍福元宮,過田,田寮,工程處,復興空廚,下店子,樹仔坡,崁上,崁中,崁下,菓林,下水尾,八股路口,水尾,三商,台灣松下,溪洲,南亞(好市多),下南崁,台茂,南崁,長榮,林口長庚醫院(復興一路前),長庚醫院桃園分院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,龍潭區衛生所,龍潭國中,富華街四,富華街三,富華街二,富華街一,富華民生路口,富華街三林段176巷口,富華街三林段395巷口,富華街三林段491巷口,富華街三林段636巷口,富華街三林段777號,三角林街800-30號,澹園,石園二村,北水局,佳安市場,石門水庫教會,石園二村,里界,民族龍門街口,金山社區,民族路311巷口,逸園,建國路70巷口,建國路180巷口,民生建國路口,民生路141巷口,民生路200號,富華街一,富華街二,富華街三,富華街四,龍潭國中,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,職訓中心,秀才步道,油欣精機,新江路218巷口,新江路155巷,秀才飲食店,秀才郵局,國寶新村,環南路1,環南路2,楊梅國中,楊梅國小,楊梅區公所,新街,楊梅火車站,新梅八街,月眉橋,楊梅高中,大和社區站,高新街口,梅高幼獅路,幼獅路三段416巷,高山活動中心,幼獅路三段85巷,南高山,高榮國小,高上高榮路,高榮路,高榮路242巷,萬通加油站,一真宮,電研路188巷,電研裕榮路,嘉裕紡織,國際兒童村,過嶺加油站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,楊梅行政園區,老坑口,楊梅老人會館,中山路1巷,民生報社,天乙藥局,新成大平街口(大楊梅鵝莊),新成楊新路口(三民理髮),新竹客運楊梅站,楊新北路93巷口,新農街378巷,麗景花園,凱悅假期,三元街口,新農三民北路,頭重溪公園,三元宮,楊梅交流道,大明駕訓班,裕成橋,夏威夷社區,光裕北街3,光裕北街2,光裕北街1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252A,楊梅行政園區,老坑口,楊梅老人會館,中山路1巷,民生報社,天乙藥局,新成大平街口(大楊梅鵝莊),新成楊新路口(三民理髮),新竹客運楊梅站,楊新北路93巷口,怡仁醫院,新農街378巷,麗景花園,凱悅假期,三元街口,新農三民北路,頭重溪公園,三元宮,楊梅交流道,大明駕訓班,裕成橋,夏威夷社區,光裕北街3,光裕北街2,光裕北街1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
